model,layer,speaker,style,fileid,score
hubert_base,11,ex03,conv-happy,ex03-ex01_happy_002-ex03_happy_css001.wav,9.312799263753366
hubert_base,11,ex03,conv-happy,ex03-ex01_happy_002-ex03_happy_css000.wav,7.948303985800021
hubert_base,11,ex03,conv-sarcastic,ex03-ex01_sarcastic_002-ex03_sarcastic_css004.wav,6.082769626349551
hubert_base,11,ex03,conv-sarcastic,ex03-ex01_sarcastic_002-ex03_sarcastic_css000.wav,7.582611616126102
hubert_base,11,ex03,conv-sarcastic,ex03-ex01_sarcastic_002-ex03_sarcastic_css003.wav,6.33629010037887
hubert_base,11,ex03,conv-sarcastic,ex03-ex01_sarcastic_002-ex03_sarcastic_css002.wav,6.984095401635424
hubert_base,11,ex03,conv-sarcastic,ex03-ex01_sarcastic_002-ex03_sarcastic_css005.wav,6.219635807574656
hubert_base,11,ex03,conv-sarcastic,ex03-ex01_sarcastic_002-ex03_sarcastic_css001.wav,6.6926841152531225
hubert_base,11,ex03,conv-sarcastic,ex03-ex01_sarcastic_002-ex03_sarcastic_css006.wav,6.410686016356811
hubert_base,11,ex03,conv-sleepy,ex03-ex01_sleepy_003-ex03_sleepy_css004.wav,6.230042576053306
hubert_base,11,ex03,conv-sleepy,ex03-ex01_sleepy_003-ex03_sleepy_css001.wav,6.80588980166139
hubert_base,11,ex03,conv-sleepy,ex03-ex01_sleepy_003-ex03_sleepy_css003.wav,7.282337851383137
hubert_base,11,ex03,conv-sleepy,ex03-ex01_sleepy_003-ex03_sleepy_css005.wav,7.488190655409683
hubert_base,11,ex03,conv-sleepy,ex03-ex01_sleepy_003-ex03_sleepy_css002.wav,9.588286877930429
hubert_base,11,ex03,conv-sleepy,ex03-ex01_sleepy_003-ex03_sleepy_css000.wav,8.13580589977453
hubert_base,11,ex03,conv-animal,ex03-ex02_animal-animaldir_007-ex03_animal_css003.wav,8.326051812335594
hubert_base,11,ex03,conv-animal,ex03-ex02_animal-animaldir_007-ex03_animal_css002.wav,6.850348496306635
hubert_base,11,ex03,conv-animal,ex03-ex02_animal-animaldir_007-ex03_animal_css004.wav,8.07575187109549
hubert_base,11,ex03,conv-animal,ex03-ex02_animal-animaldir_007-ex03_animal_css001.wav,7.77367129459084
hubert_base,11,ex03,conv-animal,ex03-ex02_animal-animaldir_007-ex03_animal_css000.wav,12.006005383142188
hubert_base,11,ex03,conv-sympathetic,ex03-ex02_sympathetic-sad_015-ex03_sympathetic_css006.wav,6.075566616431352
hubert_base,11,ex03,conv-sympathetic,ex03-ex02_sympathetic-sad_015-ex03_sympathetic_css003.wav,6.181829808642835
hubert_base,11,ex03,conv-sympathetic,ex03-ex02_sympathetic-sad_015-ex03_sympathetic_css002.wav,9.846858556273364
hubert_base,11,ex03,conv-sympathetic,ex03-ex02_sympathetic-sad_015-ex03_sympathetic_css005.wav,9.892875429596884
hubert_base,11,ex03,conv-sympathetic,ex03-ex02_sympathetic-sad_015-ex03_sympathetic_css001.wav,7.805043484050999
hubert_base,11,ex03,conv-sympathetic,ex03-ex02_sympathetic-sad_015-ex03_sympathetic_css000.wav,8.094090143352412
hubert_base,11,ex03,conv-sympathetic,ex03-ex02_sympathetic-sad_015-ex03_sympathetic_css004.wav,9.945514135439511
hubert_base,11,ex03,read-whisper,ex03_whisper_00375.wav,7.0562947290245175
hubert_base,11,ex03,read-whisper,ex03_whisper_00377.wav,7.234101816608099
hubert_base,11,ex03,read-whisper,ex03_whisper_00363.wav,6.9543580371721765
hubert_base,11,ex03,read-whisper,ex03_whisper_00376.wav,7.546467331369124
hubert_base,11,ex03,read-whisper,ex03_whisper_00369.wav,7.5725201663200945
hubert_base,11,ex03,read-whisper,ex03_whisper_00379.wav,7.274536487576078
hubert_base,11,ex03,read-whisper,ex03_whisper_00366.wav,7.563125691709854
hubert_base,11,ex03,read-whisper,ex03_whisper_00372.wav,9.240060421441765
hubert_base,11,ex03,read-whisper,ex03_whisper_00380.wav,7.292547264446222
hubert_base,11,ex03,read-whisper,ex03_whisper_00373.wav,7.433997986745701
hubert_base,11,ex03,read-whisper,ex03_whisper_00365.wav,6.457755578472322
hubert_base,11,ex03,read-whisper,ex03_whisper_00360.wav,7.781427243534412
hubert_base,11,ex03,read-whisper,ex03_whisper_00370.wav,7.538268079676608
hubert_base,11,ex03,read-whisper,ex03_whisper_00371.wav,7.935207438231812
hubert_base,11,ex03,read-whisper,ex03_whisper_00368.wav,6.059564268538325
hubert_base,11,ex03,read-whisper,ex03_whisper_00378.wav,7.557280644187815
hubert_base,11,ex03,read-whisper,ex03_whisper_00374.wav,7.161214319837438
hubert_base,11,ex03,read-whisper,ex03_whisper_00367.wav,6.78250019240111
hubert_base,11,ex03,read-whisper,ex03_whisper_00364.wav,6.462792327390086
hubert_base,11,ex03,read-whisper,ex03_whisper_00361.wav,7.718423543518264
hubert_base,11,ex03,read-whisper,ex03_whisper_00362.wav,6.160117103732394
hubert_base,11,ex03,read-happy,ex03_happy_00366.wav,6.52093290883934
hubert_base,11,ex03,read-happy,ex03_happy_00374.wav,7.568879240078005
hubert_base,11,ex03,read-happy,ex03_happy_00377.wav,6.993831709961799
hubert_base,11,ex03,read-happy,ex03_happy_00365.wav,7.528320116238704
hubert_base,11,ex03,read-happy,ex03_happy_00370.wav,7.260565354793778
hubert_base,11,ex03,read-happy,ex03_happy_00368.wav,6.956836086008719
hubert_base,11,ex03,read-happy,ex03_happy_00369.wav,7.290423129907072
hubert_base,11,ex03,read-happy,ex03_happy_00372.wav,6.698506065445034
hubert_base,11,ex03,read-happy,ex03_happy_00362.wav,6.070822392765022
hubert_base,11,ex03,read-happy,ex03_happy_00363.wav,6.742739434292954
hubert_base,11,ex03,read-happy,ex03_happy_00364.wav,6.816390110620191
hubert_base,11,ex03,read-happy,ex03_happy_00371.wav,6.990336415163193
hubert_base,11,ex03,read-happy,ex03_happy_00376.wav,6.6500727459785685
hubert_base,11,ex03,read-happy,ex03_happy_00378.wav,7.636620618586747
hubert_base,11,ex03,read-happy,ex03_happy_00360.wav,6.39120492430227
hubert_base,11,ex03,read-happy,ex03_happy_00359.wav,6.881229601624477
hubert_base,11,ex03,read-happy,ex03_happy_00367.wav,6.344374987587365
hubert_base,11,ex03,read-happy,ex03_happy_00361.wav,6.797011285466484
hubert_base,11,ex03,read-happy,ex03_happy_00380.wav,6.868535253004064
hubert_base,11,ex03,read-happy,ex03_happy_00379.wav,7.369427981204278
hubert_base,11,ex03,read-happy,ex03_happy_00373.wav,6.04328692784859
hubert_base,11,ex03,read-happy,ex03_happy_00375.wav,7.047805520611554
hubert_base,11,ex03,conv-sad,ex03-ex02_sad-sympathetic_004-ex03_sad_css006.wav,6.380390558847496
hubert_base,11,ex03,conv-sad,ex03-ex02_sad-sympathetic_004-ex03_sad_css005.wav,6.409497457071513
hubert_base,11,ex03,conv-sad,ex03-ex02_sad-sympathetic_004-ex03_sad_css000.wav,7.1544158352079466
hubert_base,11,ex03,conv-sad,ex03-ex02_sad-sympathetic_004-ex03_sad_css001.wav,6.574755877291819
hubert_base,11,ex03,conv-sad,ex03-ex02_sad-sympathetic_004-ex03_sad_css007.wav,6.157471548564943
hubert_base,11,ex03,conv-sad,ex03-ex02_sad-sympathetic_004-ex03_sad_css002.wav,6.274982336910659
hubert_base,11,ex03,conv-sad,ex03-ex02_sad-sympathetic_004-ex03_sad_css004.wav,5.440817237032032
hubert_base,11,ex03,conv-sad,ex03-ex02_sad-sympathetic_004-ex03_sad_css003.wav,6.227546480182838
hubert_base,11,ex03,conv-child,ex03-ex02_child-childdir_002-ex03_child_css000.wav,7.669698350875447
hubert_base,11,ex03,conv-child,ex03-ex02_child-childdir_002-ex03_child_css004.wav,6.919302191800775
hubert_base,11,ex03,conv-child,ex03-ex02_child-childdir_002-ex03_child_css002.wav,7.758299655697577
hubert_base,11,ex03,conv-child,ex03-ex02_child-childdir_002-ex03_child_css005.wav,6.153507085157638
hubert_base,11,ex03,conv-child,ex03-ex02_child-childdir_002-ex03_child_css003.wav,6.332825466484214
hubert_base,11,ex03,conv-child,ex03-ex02_child-childdir_002-ex03_child_css001.wav,5.781320623754991
hubert_base,11,ex03,conv-angry,ex03-ex01_angry_006-ex03_angry_css004.wav,6.575982872703992
hubert_base,11,ex03,conv-angry,ex03-ex01_angry_006-ex03_angry_css003.wav,7.125900506455299
hubert_base,11,ex03,conv-angry,ex03-ex01_angry_006-ex03_angry_css000.wav,6.395555648138791
hubert_base,11,ex03,conv-angry,ex03-ex01_angry_006-ex03_angry_css001.wav,6.122135483672122
hubert_base,11,ex03,conv-angry,ex03-ex01_angry_006-ex03_angry_css002.wav,6.64063573008943
hubert_base,11,ex03,conv-default,ex04-ex03_default_005-ex03_default_css002.wav,6.377613515523974
hubert_base,11,ex03,conv-default,ex04-ex03_default_005-ex03_default_css003.wav,7.5933752442953955
hubert_base,11,ex03,conv-default,ex04-ex03_default_005-ex03_default_css000.wav,6.1354345106008985
hubert_base,11,ex03,conv-default,ex04-ex03_default_005-ex03_default_css001.wav,6.601335090176717
hubert_base,11,ex03,conv-calm,ex03-ex01_calm_001-ex03_calm_css003.wav,6.309433327243006
hubert_base,11,ex03,conv-calm,ex03-ex01_calm_001-ex03_calm_css001.wav,6.089133681868726
hubert_base,11,ex03,conv-calm,ex03-ex01_calm_001-ex03_calm_css000.wav,6.270253681793231
hubert_base,11,ex03,conv-calm,ex03-ex01_calm_001-ex03_calm_css002.wav,6.729062801037618
hubert_base,11,ex03,conv-calm,ex03-ex01_calm_001-ex03_calm_css004.wav,6.803100447879129
hubert_base,11,ex03,conv-calm,ex03-ex01_calm_001-ex03_calm_css005.wav,7.08631315751762
hubert_base,11,ex03,read-narration,ex03_narration_longform_00001_rss001.wav,6.627662330821443
hubert_base,11,ex03,read-sad,ex03_sad_00369.wav,6.015314300914796
hubert_base,11,ex03,read-sad,ex03_sad_00374.wav,6.530380665487781
hubert_base,11,ex03,read-sad,ex03_sad_00367.wav,6.095180710057004
hubert_base,11,ex03,read-sad,ex03_sad_00365.wav,6.070266925840111
hubert_base,11,ex03,read-sad,ex03_sad_00363.wav,5.352156826300976
hubert_base,11,ex03,read-sad,ex03_sad_00364.wav,6.146466371092081
hubert_base,11,ex03,read-sad,ex03_sad_00370.wav,6.493792791437685
hubert_base,11,ex03,read-sad,ex03_sad_00368.wav,6.463620569718506
hubert_base,11,ex03,read-sad,ex03_sad_00378.wav,6.504986307055611
hubert_base,11,ex03,read-sad,ex03_sad_00372.wav,6.509144995718036
hubert_base,11,ex03,read-sad,ex03_sad_00373.wav,5.838939192187861
hubert_base,11,ex03,read-sad,ex03_sad_00366.wav,5.793311437935486
hubert_base,11,ex03,read-sad,ex03_sad_00377.wav,6.410747673576271
hubert_base,11,ex03,read-sad,ex03_sad_00376.wav,6.945505520737436
hubert_base,11,ex03,read-sad,ex03_sad_00375.wav,5.634840932247494
hubert_base,11,ex03,read-sad,ex03_sad_00371.wav,6.169799170671022
hubert_base,11,ex03,read-sad,ex03_sad_00379.wav,5.739256243649727
hubert_base,11,ex03,read-sad,ex03_sad_00380.wav,6.154598119105821
hubert_base,11,ex03,conv-confused,ex03-ex01_confused_001-ex03_confused_css002.wav,8.522011977703466
hubert_base,11,ex03,conv-confused,ex03-ex01_confused_001-ex03_confused_css000.wav,5.895836585193396
hubert_base,11,ex03,conv-confused,ex03-ex01_confused_001-ex03_confused_css001.wav,6.645282952255646
hubert_base,11,ex03,conv-childdir,ex03-ex02_childdir-child_005-ex03_childdir_css001.wav,6.600583138473807
hubert_base,11,ex03,conv-childdir,ex03-ex02_childdir-child_005-ex03_childdir_css004.wav,5.912040170184261
hubert_base,11,ex03,conv-childdir,ex03-ex02_childdir-child_005-ex03_childdir_css000.wav,6.4509324790530576
hubert_base,11,ex03,conv-childdir,ex03-ex02_childdir-child_005-ex03_childdir_css003.wav,5.9775515860481
hubert_base,11,ex03,conv-childdir,ex03-ex02_childdir-child_005-ex03_childdir_css002.wav,6.687175066127179
hubert_base,11,ex03,read-confused,ex03_confused_00374.wav,7.060180499444071
hubert_base,11,ex03,read-confused,ex03_confused_00362.wav,7.529650827636418
hubert_base,11,ex03,read-confused,ex03_confused_00377.wav,7.467104012484191
hubert_base,11,ex03,read-confused,ex03_confused_00361.wav,7.604983220914145
hubert_base,11,ex03,read-confused,ex03_confused_00371.wav,7.725752156310848
hubert_base,11,ex03,read-confused,ex03_confused_00373.wav,7.131327159011894
hubert_base,11,ex03,read-confused,ex03_confused_00378.wav,7.715347158090923
hubert_base,11,ex03,read-confused,ex03_confused_00363.wav,8.011433595834783
hubert_base,11,ex03,read-confused,ex03_confused_00364.wav,6.991513872893142
hubert_base,11,ex03,read-confused,ex03_confused_00380.wav,6.878462495978604
hubert_base,11,ex03,read-confused,ex03_confused_00366.wav,6.423230142855132
hubert_base,11,ex03,read-confused,ex03_confused_00367.wav,7.271752182738612
hubert_base,11,ex03,read-confused,ex03_confused_00370.wav,7.329204599308962
hubert_base,11,ex03,read-confused,ex03_confused_00376.wav,7.575574737302114
hubert_base,11,ex03,read-confused,ex03_confused_00379.wav,7.6365067337480195
hubert_base,11,ex03,read-confused,ex03_confused_00375.wav,7.235363506638194
hubert_base,11,ex03,read-confused,ex03_confused_00365.wav,7.223431882514676
hubert_base,11,ex03,read-confused,ex03_confused_00372.wav,7.1703299963964815
hubert_base,11,ex03,read-confused,ex03_confused_00368.wav,7.63093386040029
hubert_base,11,ex03,read-confused,ex03_confused_00369.wav,7.361017970276872
hubert_base,11,ex03,conv-laughing,ex03-ex02_laughing_001-ex03_laughing_css003.wav,6.385680480264567
hubert_base,11,ex03,conv-laughing,ex03-ex02_laughing_001-ex03_laughing_css002.wav,7.318401378460419
hubert_base,11,ex03,conv-laughing,ex03-ex01_laughing_005-ex03_laughing_css001.wav,6.971884002762758
hubert_base,11,ex03,conv-laughing,ex03-ex01_laughing_005-ex03_laughing_css003.wav,7.017050072430194
hubert_base,11,ex03,conv-laughing,ex03-ex01_laughing_005-ex03_laughing_css004.wav,6.922858077192378
hubert_base,11,ex03,conv-laughing,ex03-ex01_laughing_005-ex03_laughing_css005.wav,6.468230439190496
hubert_base,11,ex03,conv-laughing,ex03-ex01_laughing_005-ex03_laughing_css000.wav,8.379209165174531
hubert_base,11,ex03,conv-laughing,ex03-ex01_laughing_005-ex03_laughing_css002.wav,8.358574006351063
hubert_base,11,ex03,read-default,ex03_default_emphasis_00199.wav,5.904797729577739
hubert_base,11,ex03,read-default,ex03_default_00368.wav,7.0418678758030255
hubert_base,11,ex03,read-default,ex03_default_00356.wav,6.142370787447463
hubert_base,11,ex03,read-default,ex03_default_longform_00001_rss001.wav,7.015258957020044
hubert_base,11,ex03,read-default,ex03_default_00367.wav,6.283710161137432
hubert_base,11,ex03,read-default,ex03_default_00363.wav,6.119148783120942
hubert_base,11,ex03,read-default,ex03_default_essentials_00040.wav,6.671000188104521
hubert_base,11,ex03,read-default,ex03_default_emphasis_00189.wav,6.772927681499088
hubert_base,11,ex03,read-default,ex03_default_emphasis_00193.wav,6.104508034779894
hubert_base,11,ex03,read-default,ex03_default_emphasis_00194.wav,7.163415574443722
hubert_base,11,ex03,read-default,ex03_default_emphasis_00195.wav,6.825197372483631
hubert_base,11,ex03,read-default,ex03_default_emphasis_00197.wav,5.768538009297303
hubert_base,11,ex03,read-default,ex03_default_emphasis_00183.wav,5.988458844712127
hubert_base,11,ex03,read-default,ex03_default_00375.wav,6.601104587019623
hubert_base,11,ex03,read-default,ex03_default_emphasis_00198.wav,5.744781527018819
hubert_base,11,ex03,read-default,ex03_default_00372.wav,6.312226914491361
hubert_base,11,ex03,read-default,ex03_default_00378.wav,7.169276151941371
hubert_base,11,ex03,read-default,ex03_default_emphasis_00200.wav,6.21614528583879
hubert_base,11,ex03,read-default,ex03_default_emphasis_00187.wav,5.737377183187857
hubert_base,11,ex03,read-default,ex03_default_00377.wav,6.387193234394965
hubert_base,11,ex03,read-default,ex03_default_00374.wav,5.519808399325915
hubert_base,11,ex03,read-default,ex03_default_00376.wav,6.208881929882051
hubert_base,11,ex03,read-default,ex03_default_essentials_00037.wav,6.993042649265414
hubert_base,11,ex03,read-default,ex03_default_essentials_00038.wav,7.262351610845074
hubert_base,11,ex03,read-default,ex03_default_emphasis_00186.wav,6.212536412117447
hubert_base,11,ex03,read-default,ex03_default_emphasis_00191.wav,6.194200232350927
hubert_base,11,ex03,read-default,ex03_default_00362.wav,5.55092742731667
hubert_base,11,ex03,read-default,ex03_default_emphasis_00188.wav,7.442530824767867
hubert_base,11,ex03,read-default,ex03_default_00366.wav,5.409208666670238
hubert_base,11,ex03,read-default,ex03_default_emphasis_00192.wav,5.612699980864869
hubert_base,11,ex03,read-default,ex03_default_00380.wav,6.6314766484694845
hubert_base,11,ex03,read-default,ex03_default_00371.wav,6.4225630896655685
hubert_base,11,ex03,read-default,ex03_default_essentials_00039.wav,6.211694424549933
hubert_base,11,ex03,read-default,ex03_default_emphasis_00182.wav,6.388635015898404
hubert_base,11,ex03,read-default,ex03_default_00365.wav,8.076174489246304
hubert_base,11,ex03,read-default,ex03_default_00361.wav,7.166611281680878
hubert_base,11,ex03,read-default,ex03_default_00358.wav,7.952618424744592
hubert_base,11,ex03,read-default,ex03_default_emphasis_00184.wav,6.410024603302277
hubert_base,11,ex03,read-default,ex03_default_emphasis_00181.wav,5.985609322597568
hubert_base,11,ex03,read-default,ex03_default_emphasis_00196.wav,7.028170591582489
hubert_base,11,ex03,read-default,ex03_default_00364.wav,6.868162442226748
hubert_base,11,ex03,read-default,ex03_default_00359.wav,5.964248314487799
hubert_base,11,ex03,read-default,ex03_default_00369.wav,6.867163145131612
hubert_base,11,ex03,read-default,ex03_default_emphasis_00185.wav,6.803386860042018
hubert_base,11,ex03,read-default,ex03_default_emphasis_00190.wav,6.4839855314903465
hubert_base,11,ex03,read-default,ex03_default_00379.wav,6.010454656229323
hubert_base,11,ex03,read-default,ex03_default_00357.wav,6.27042761490647
hubert_base,11,ex03,read-default,ex03_default_00373.wav,5.470000661205962
hubert_base,11,ex03,read-default,ex03_default_00360.wav,6.950419359111753
hubert_base,11,ex03,read-default,ex03_default_00370.wav,5.362069990761088
hubert_base,11,ex03,conv-disgusted,ex03-ex01_disgusted_007-ex03_disgusted_css003.wav,7.1028577810770015
hubert_base,11,ex03,conv-disgusted,ex03-ex01_disgusted_007-ex03_disgusted_css002.wav,9.79742589862486
hubert_base,11,ex03,conv-disgusted,ex03-ex01_disgusted_007-ex03_disgusted_css001.wav,13.607195010230708
hubert_base,11,ex03,conv-disgusted,ex03-ex01_disgusted_007-ex03_disgusted_css006.wav,9.314039971027276
hubert_base,11,ex03,conv-disgusted,ex03-ex01_disgusted_007-ex03_disgusted_css005.wav,7.232263677386942
hubert_base,11,ex03,conv-disgusted,ex03-ex01_disgusted_007-ex03_disgusted_css000.wav,9.481879750388591
hubert_base,11,ex03,conv-disgusted,ex03-ex01_disgusted_007-ex03_disgusted_css004.wav,7.924087427400652
hubert_base,11,ex03,conv-desire,ex03-ex01_desire_004-ex03_desire_css006.wav,6.385955493628473
hubert_base,11,ex03,conv-desire,ex03-ex01_desire_004-ex03_desire_css007.wav,6.710989625132625
hubert_base,11,ex03,conv-desire,ex03-ex01_desire_004-ex03_desire_css005.wav,6.2758471007760885
hubert_base,11,ex03,conv-fast,ex04-ex03_fast_002-ex03_fast_css002.wav,6.852916964054962
hubert_base,11,ex03,conv-fast,ex04-ex03_fast_002-ex03_fast_css000.wav,6.439891575657809
hubert_base,11,ex03,conv-fast,ex04-ex03_fast_002-ex03_fast_css001.wav,6.56733486061783
hubert_base,11,ex03,conv-fast,ex04-ex03_fast_002-ex03_fast_css004.wav,4.791346813530195
hubert_base,11,ex03,conv-fast,ex04-ex03_fast_002-ex03_fast_css003.wav,6.567765398981416
hubert_base,11,ex03,conv-projected,ex04-ex03_projected_011-ex03_projected_css000.wav,8.54207610809795
hubert_base,11,ex03,conv-projected,ex04-ex03_projected_011-ex03_projected_css001.wav,8.14212098799081
hubert_base,11,ex03,conv-awe,ex03-ex01_awe_001-ex03_awe_css004.wav,6.82051056134001
hubert_base,11,ex03,conv-awe,ex03-ex01_awe_001-ex03_awe_css003.wav,6.899221432061125
hubert_base,11,ex03,conv-awe,ex03-ex01_awe_001-ex03_awe_css002.wav,5.543326309227632
hubert_base,11,ex03,conv-awe,ex03-ex01_awe_001-ex03_awe_css001.wav,7.83405342331225
hubert_base,11,ex03,conv-awe,ex03-ex01_awe_001-ex03_awe_css000.wav,6.418479216767879
hubert_base,11,ex03,conv-animaldir,ex03-ex02_animaldir-animal_010-ex03_animaldir_css000.wav,7.038492197014965
hubert_base,11,ex03,conv-animaldir,ex03-ex02_animaldir-animal_010-ex03_animaldir_css005.wav,7.084266875603915
hubert_base,11,ex03,conv-animaldir,ex03-ex02_animaldir-animal_010-ex03_animaldir_css006.wav,6.953293462950664
hubert_base,11,ex03,conv-animaldir,ex03-ex02_animaldir-animal_010-ex03_animaldir_css003.wav,6.268114004463051
hubert_base,11,ex03,conv-animaldir,ex03-ex02_animaldir-animal_010-ex03_animaldir_css001.wav,6.266929511348783
hubert_base,11,ex03,conv-animaldir,ex03-ex02_animaldir-animal_010-ex03_animaldir_css004.wav,6.251943503791567
hubert_base,11,ex03,conv-animaldir,ex03-ex02_animaldir-animal_010-ex03_animaldir_css002.wav,6.672501527415963
hubert_base,11,ex03,conv-enunciated,ex03-ex01_enunciated_001-ex03_enunciated_css008.wav,6.756624281961914
hubert_base,11,ex03,conv-enunciated,ex04-ex03_enunciated_002-ex03_enunciated_css001.wav,6.50994468648034
hubert_base,11,ex03,conv-enunciated,ex04-ex03_enunciated_002-ex03_enunciated_css002.wav,6.283511123988291
hubert_base,11,ex03,conv-enunciated,ex04-ex03_enunciated_002-ex03_enunciated_css000.wav,7.714982991261371
hubert_base,11,ex03,conv-enunciated,ex03-ex01_enunciated_001-ex03_enunciated_css005.wav,6.043815032910481
hubert_base,11,ex03,conv-enunciated,ex03-ex01_enunciated_001-ex03_enunciated_css006.wav,6.925462853319957
hubert_base,11,ex03,conv-enunciated,ex04-ex03_enunciated_002-ex03_enunciated_css004.wav,7.00376596244542
hubert_base,11,ex03,conv-enunciated,ex04-ex03_enunciated_002-ex03_enunciated_css003.wav,6.551939964824114
hubert_base,11,ex03,conv-enunciated,ex03-ex01_enunciated_001-ex03_enunciated_css007.wav,6.094830870148893
hubert_base,11,ex03,read-laughing,ex03_laughing_00379.wav,6.402239485071552
hubert_base,11,ex03,read-laughing,ex03_laughing_00362.wav,6.939218495376574
hubert_base,11,ex03,read-laughing,ex03_laughing_00375.wav,6.5736466042216986
hubert_base,11,ex03,read-laughing,ex03_laughing_00364.wav,6.786660145298303
hubert_base,11,ex03,read-laughing,ex03_laughing_00365.wav,6.443415329603067
hubert_base,11,ex03,read-laughing,ex03_laughing_00371.wav,6.832844954445107
hubert_base,11,ex03,read-laughing,ex03_laughing_00372.wav,6.193252400178665
hubert_base,11,ex03,read-laughing,ex03_laughing_00366.wav,5.866068959427772
hubert_base,11,ex03,read-laughing,ex03_laughing_00376.wav,6.28234092954144
hubert_base,11,ex03,read-laughing,ex03_laughing_00368.wav,5.986872098016388
hubert_base,11,ex03,read-laughing,ex03_laughing_00373.wav,6.803654069221887
hubert_base,11,ex03,read-laughing,ex03_laughing_00377.wav,6.747077304418974
hubert_base,11,ex03,read-laughing,ex03_laughing_00369.wav,6.190628439443672
hubert_base,11,ex03,read-laughing,ex03_laughing_00367.wav,5.748946237936704
hubert_base,11,ex03,read-laughing,ex03_laughing_00374.wav,6.169523174105233
hubert_base,11,ex03,read-laughing,ex03_laughing_00360.wav,6.490368453412125
hubert_base,11,ex03,read-laughing,ex03_laughing_00370.wav,7.794676892151012
hubert_base,11,ex03,read-laughing,ex03_laughing_00378.wav,7.148308490530844
hubert_base,11,ex03,read-laughing,ex03_laughing_00363.wav,8.004799410398775
hubert_base,11,ex03,read-laughing,ex03_laughing_00380.wav,6.316258478855534
hubert_base,11,ex03,read-laughing,ex03_laughing_00361.wav,6.805063911721612
hubert_base,11,ex03,read-enunciated,ex03_enunciated_00373.wav,6.42083933656166
hubert_base,11,ex03,read-enunciated,ex03_enunciated_00378.wav,6.467063071824668
hubert_base,11,ex03,read-enunciated,ex03_enunciated_00380.wav,6.648119590674176
hubert_base,11,ex03,read-enunciated,ex03_enunciated_00377.wav,6.269627658007933
hubert_base,11,ex03,read-enunciated,ex03_enunciated_00375.wav,6.560812290382551
hubert_base,11,ex03,read-enunciated,ex03_enunciated_00372.wav,6.764694663733887
hubert_base,11,ex03,read-enunciated,ex03_enunciated_00369.wav,6.63552323908055
hubert_base,11,ex03,read-enunciated,ex03_enunciated_00371.wav,6.683434963986526
hubert_base,11,ex03,read-enunciated,ex03_enunciated_00379.wav,6.244215497212708
hubert_base,11,ex03,read-enunciated,ex03_enunciated_00370.wav,7.001145993085399
hubert_base,11,ex03,read-enunciated,ex03_enunciated_00374.wav,6.511084971620652
hubert_base,11,ex03,read-enunciated,ex03_enunciated_00376.wav,6.562490554448433
hubert_base,11,ex03,conv-whisper,ex04-ex03_whisper_002-ex03_whisper_css004.wav,8.334381538886507
hubert_base,11,ex03,conv-whisper,ex04-ex03_whisper_002-ex03_whisper_css000.wav,7.809619278396687
hubert_base,11,ex03,conv-whisper,ex04-ex03_whisper_002-ex03_whisper_css001.wav,10.167276567569113
hubert_base,11,ex03,conv-whisper,ex04-ex03_whisper_002-ex03_whisper_css002.wav,7.697247543097066
hubert_base,11,ex03,conv-whisper,ex04-ex03_whisper_002-ex03_whisper_css003.wav,7.4336103161756
hubert_base,11,ex03,conv-whisper,ex04-ex03_whisper_002-ex03_whisper_css006.wav,8.102852666327518
hubert_base,11,ex03,conv-whisper,ex04-ex03_whisper_002-ex03_whisper_css005.wav,7.162316242704834
hubert_base,11,ex03,conv-narration,ex03-ex02_narration_002-ex03_narration_css000.wav,7.624701217782612
hubert_base,11,ex03,conv-nonverbal,ex03-ex01_nonverbal_011-ex03_nonverbal_css000.wav,6.50352258262941
hubert_base,11,ex03,conv-nonverbal,ex03-ex01_nonverbal_011-ex03_nonverbal_css002.wav,6.362534770194884
hubert_base,11,ex03,conv-nonverbal,ex03-ex01_nonverbal_011-ex03_nonverbal_css001.wav,6.21590956771713
hubert_base,11,ex04,conv-happy,ex04-ex02_happy_012-ex04_happy_css003.wav,13.074423573599251
hubert_base,11,ex04,conv-happy,ex04-ex02_happy_012-ex04_happy_css002.wav,10.330253605510809
hubert_base,11,ex04,conv-happy,ex04-ex02_happy_012-ex04_happy_css006.wav,10.09426905212641
hubert_base,11,ex04,conv-happy,ex04-ex02_happy_012-ex04_happy_css007.wav,11.10578504335084
hubert_base,11,ex04,conv-happy,ex04-ex02_happy_012-ex04_happy_css004.wav,14.129292656369383
hubert_base,11,ex04,conv-happy,ex04-ex02_happy_012-ex04_happy_css001.wav,10.248912671432354
hubert_base,11,ex04,conv-happy,ex04-ex02_happy_012-ex04_happy_css000.wav,10.038114236098478
hubert_base,11,ex04,conv-happy,ex04-ex02_happy_012-ex04_happy_css005.wav,9.197429472327876
hubert_base,11,ex04,conv-sarcastic,ex04-ex02_sarcastic_001-ex04_sarcastic_css001.wav,8.72571677473639
hubert_base,11,ex04,conv-sarcastic,ex04-ex02_sarcastic_001-ex04_sarcastic_css000.wav,7.6015574202049345
hubert_base,11,ex04,conv-sarcastic,ex04-ex02_sarcastic_001-ex04_sarcastic_css003.wav,7.1080042061085615
hubert_base,11,ex04,conv-sarcastic,ex04-ex02_sarcastic_001-ex04_sarcastic_css002.wav,8.9374578396506
hubert_base,11,ex04,conv-sarcastic,ex04-ex02_sarcastic_001-ex04_sarcastic_css004.wav,7.967204025525634
